"","time","X18.03","X28.03","X32","X40","X44.06","X45.06","TP","N2.Ar","O2.Ar","N2.O2","O2..uM.","O2.Sat....","Temp..C.","Calphase..C.","TCphase..C.","C1..C.","C2..C.","inlet","sock","outlet","MS","flow"
"193822",2017-06-14 06:57:00,4.49769396551724e-09,2.93879310344828e-07,7.39584051724138e-08,2.82435344827586e-09,1.47385775862069e-10,2.10150862068966e-12,4.87456896551724e-06,104.03981802694,26.1850927786638,3.97330611728017,364.614648706897,111.595023706897,13.2792327586207,27.9994030172414,29.1945301724138,33.6183125,4.42393103448276,12.6231615793103,12.7236576741595,12.7015239453879,46.0452819697198,100.027260122543
"198463",2017-06-14 07:07:00,4.48556989247312e-09,2.93322580645161e-07,7.42933333333333e-08,2.82083870967742e-09,1.46501075268817e-10,2.09212258064516e-12,4.87451612903226e-06,103.98204343957,26.3370538577419,3.94812735127097,364.295490322581,111.487172043011,13.2752903225806,28.010752688172,29.2046279569892,33.6282709677419,4.4236,12.619559602129,12.7219527711828,12.6961847780645,46.0257748848602,100.024076578731
"203111",2017-06-14 07:17:00,4.46670967741935e-09,2.92821505376344e-07,7.39415053763441e-08,2.81572043010753e-09,1.46701075268817e-10,2.09483870967742e-12,4.86769892473118e-06,103.986569485591,26.2593830195484,3.95998112718925,362.458111827957,110.89323655914,13.2622494623656,28.0724451612903,29.2596279569892,33.6835268817204,4.42399784946237,12.6067304061505,12.7095328388387,12.6836482226452,46.0010631937849,99.8863990723656
"20776",2017-06-14 07:27:00,4.45672413793103e-09,2.92193965517241e-07,7.35782327586207e-08,2.81036637931034e-09,1.46885775862069e-10,2.09838362068965e-12,4.85659482758621e-06,103.979495054526,26.1808596305819,3.97158606457328,361.0158125,110.423375,13.2505387931034,28.1218038793103,29.3036336206897,33.7269762931034,4.42329310344828,12.5953555275,12.6984164143966,12.6724869962931,46.0158131047198,100.008817896961
"22722",2017-06-14 08:08:00,4.43066666666667e-09,2.81580952380952e-07,7.19445238095238e-08,2.75257142857143e-09,1.44938095238095e-10,2.07390476190476e-12,4.70509523809524e-06,102.289566603095,26.1359701005476,3.91374474170476,362.709288095238,110.750169047619,13.1733095238095,28.104269047619,29.2877523809524,33.7080666666667,4.42015,12.5201819288571,12.6306814289762,12.5982700171667,46.1861439301905,99.9366334252143
"23145",2017-06-14 08:18:00,4.46191397849462e-09,2.89148387096774e-07,7.32991397849462e-08,2.79161290322581e-09,1.45096774193548e-10,2.07578494623656e-12,4.8334623655914e-06,103.572463550968,26.2565109975484,3.94463923179785,366.01584516129,111.878823655914,13.2211247311828,27.9827870967742,29.1795483870968,33.6000559139785,4.42050322580645,12.566381179957,12.6719778412903,12.6464990764731,46.2502099484516,99.9537614203011
"23610",2017-06-14 08:28:00,4.460625e-09,2.90797413793103e-07,7.37788793103448e-08,2.79911637931034e-09,1.45385775862069e-10,2.08480603448276e-12,4.86661637931034e-06,103.894264312931,26.3591775986207,3.94148369403233,366.477073275862,112.065476293103,13.2394094827586,27.9607176724138,29.1599698275862,33.5804525862069,4.42058836206897,12.5842378553233,12.6896070945043,12.6616865360345,46.2282228143535,100.026422893728
"24075",2017-06-14 08:38:00,4.45230603448276e-09,2.91157327586207e-07,7.381875e-08,2.80038793103448e-09,1.45424568965517e-10,2.07987068965517e-12,4.87211206896552e-06,103.972859192672,26.3613112185129,3.94414537332543,365.594153017241,111.792676724138,13.2383168103448,27.9878512931034,29.1840215517241,33.6042543103448,4.4202349137931,12.5830656252802,12.6887662827802,12.6603677029526,46.1932332932112,99.9987103300647
"24539",2017-06-14 08:48:00,4.44827956989247e-09,2.90421505376344e-07,7.35389247311828e-08,2.79384946236559e-09,1.45552688172043e-10,2.07615053763441e-12,4.86070967741936e-06,103.943491074624,26.3196043169677,3.94928143027097,364.562703225806,111.460335483871,13.2314430107527,28.0220451612903,29.2146731182796,33.6335655913978,4.41898494623656,12.576702815828,12.6801866106667,12.6540682888817,46.2067582985591,100.126895694452
"25004",2017-06-14 08:58:00,4.4387311827957e-09,2.90281720430108e-07,7.34348387096774e-08,2.79393548387097e-09,1.45539784946237e-10,2.10189247311828e-12,4.85608602150538e-06,103.901573312043,26.2842878913978,3.95299099112903,364.220767741936,111.358720430108,13.2325462365591,28.0318924731183,29.2234430107527,33.6430580645161,4.41967096774194,12.5780145464086,12.6802070213333,12.655193108,46.1915268773118,99.959946383828
