cycle #	time	18.06	28.09	32.12	40.12	44.12	45.12	TP	N2/Ar	O2/Ar	N2/O2	Valve	ID	S#	O2 (uM)	O2 Sat (%)	Temp (C)	Calphase (C)	TCphase (C)	C1 (C)	C2 (C)	C1amp (mV)	C2amp (mV)	Temp (mV)	inlet	sock	outlet	MS	flow
81663	6/27/21 12:00 PM	4.14E-09	2.29E-07	5.68E-08	2.22E-09	1.22E-10	1.69E-12	4.11E-06	102.8585717	25.5338102	4.028328357	1	4835	159	336.435	110.844	16.684	27.428	28.684	33.181	4.497	618.4	625.9	267.3	15.8946228	15.97644043	15.97949219	45.98843384	102.3155733
81664	6/27/21 12:00 PM	4.14E-09	2.28E-07	5.68E-08	2.22E-09	1.22E-10	1.76E-12	4.13E-06	102.7324862	25.52217089	4.02522523	1	4835	159	336.435	110.844	16.684	27.428	28.684	33.181	4.497	618.4	625.9	267.3	15.89395142	15.97613525	15.9798584	45.98510742	100.813998
81665	6/27/21 12:00 PM	4.14E-09	2.29E-07	5.69E-08	2.23E-09	1.22E-10	1.70E-12	4.13E-06	102.8774354	25.54367408	4.027511275	1	4835	159	336.435	110.844	16.684	27.428	28.684	33.181	4.497	618.4	625.9	267.3	15.89358521	15.97622681	15.98086548	45.98959351	100.8281052
81666	6/27/21 12:00 PM	4.14E-09	2.29E-07	5.67E-08	2.22E-09	1.22E-10	1.88E-12	4.11E-06	102.9489948	25.54006103	4.030882884	1	4835	159	336.435	110.844	16.684	27.428	28.684	33.181	4.497	618.4	625.9	267.3	15.89370728	15.97686768	15.97949219	45.98815918	100.1744425
81667	6/27/21 12:00 PM	4.14E-09	2.28E-07	5.66E-08	2.22E-09	1.22E-10	2.04E-12	4.11E-06	102.6452552	25.49074799	4.026765131	1	4835	159	336.435	110.844	16.684	27.428	28.684	33.181	4.497	618.4	625.9	267.3	15.8939209	15.97625732	15.97937012	45.98336792	98.7674355
81668	6/27/21 12:00 PM	4.14E-09	2.28E-07	5.67E-08	2.23E-09	1.22E-10	1.78E-12	4.13E-06	102.6396607	25.49013306	4.026642797	1	4835	159	336.827	110.974	16.685	27.415	28.673	33.167	4.495	618.3	626	267.3	15.89465332	15.97631836	15.97946167	45.98669434	98.6418327
81669	6/27/21 12:00 PM	4.13E-09	2.28E-07	5.67E-08	2.22E-09	1.22E-10	1.70E-12	4.13E-06	102.7148315	25.51427439	4.025779058	1	4835	159	336.827	110.974	16.685	27.415	28.673	33.167	4.495	618.3	626	267.3	15.89358521	15.97634888	15.97937012	45.99136353	99.57005948
81670	6/27/21 12:00 PM	4.14E-09	2.29E-07	5.68E-08	2.22E-09	1.22E-10	1.78E-12	4.11E-06	102.8441111	25.53065898	4.028259168	1	4835	159	336.827	110.974	16.685	27.415	28.673	33.167	4.495	618.3	626	267.3	15.89349365	15.97601318	15.98025513	45.98959351	98.85312022
81671	6/27/21 12:00 PM	4.14E-09	2.29E-07	5.67E-08	2.22E-09	1.22E-10	1.81E-12	4.11E-06	102.7477333	25.50558008	4.028441345	1	4835	159	336.827	110.974	16.685	27.415	28.673	33.167	4.495	618.3	626	267.3	15.89404297	15.97619629	15.9803772	45.98904419	98.34984293
81672	6/27/21 12:00 PM	4.14E-09	2.28E-07	5.66E-08	2.22E-09	1.22E-10	1.73E-12	4.11E-06	102.7537117	25.49383595	4.030531614	1	4835	159	336.827	110.974	16.685	27.415	28.673	33.167	4.495	618.3	626	267.3	15.89413452	15.97692871	15.97958374	45.98831177	98.98567122
