cycle #	time	18.06	28.09	32.12	40.12	44.12	45.12	TP	N2/Ar	O2/Ar	N2/O2	Valve	ID	S#	O2 (uM)	O2 Sat (%)	Temp (C)	Calphase (C)	TCphase (C)	C1 (C)	C2 (C)	C1amp (mV)	C2amp (mV)	Temp (mV)	inlet	sock	outlet	MS	flow
8429	7/3/21 12:00 AM	4.47E-09	2.14E-07	5.58E-08	2.12E-09	1.11E-10	1.57E-12	4.35E-06	100.9328819	26.32857505	3.833586955	1	4835	159	345.035	113.631	16.665	27.161	28.447	32.964	4.518	610.7	625.1	268	15.42630005	15.94616699	15.95629883	46.77041626	100.9378531
8430	7/3/21 12:00 AM	4.46E-09	2.14E-07	5.60E-08	2.13E-09	1.11E-10	1.60E-12	4.35E-06	100.7207502	26.30638705	3.828756491	1	4835	159	345.035	113.631	16.665	27.161	28.447	32.964	4.518	610.7	625.1	268	15.42453003	15.94717407	15.9553833	46.7633667	100.6349956
8431	7/3/21 12:00 AM	4.46E-09	2.14E-07	5.59E-08	2.13E-09	1.12E-10	1.67E-12	4.37E-06	100.7827637	26.29920632	3.832159895	1	4835	159	345.035	113.631	16.665	27.161	28.447	32.964	4.518	610.7	625.1	268	15.42663574	15.94842529	15.95791626	46.77252197	98.95527042
8432	7/3/21 12:00 AM	4.46E-09	2.15E-07	5.62E-08	2.14E-09	1.12E-10	1.67E-12	4.37E-06	100.7148909	26.31066732	3.827910924	1	4835	159	345.035	113.631	16.665	27.161	28.447	32.964	4.518	610.7	625.1	268	15.42791748	15.94998169	15.95684815	46.77267456	100.1766947
8433	7/3/21 12:00 AM	4.46E-09	2.15E-07	5.63E-08	2.14E-09	1.12E-10	1.67E-12	4.37E-06	100.6005984	26.27399402	3.828903909	1	4835	159	345.035	113.631	16.665	27.161	28.447	32.964	4.518	610.7	625.1	268	15.42840576	15.94998169	15.9564209	46.76800537	99.40730231
8434	7/3/21 12:00 AM	4.46E-09	2.15E-07	5.61E-08	2.13E-09	1.12E-10	1.64E-12	4.37E-06	100.7418251	26.27926903	3.833509409	1	4835	159	345.035	113.631	16.665	27.161	28.447	32.964	4.518	610.7	625.1	268	15.42868042	15.95098877	15.95657349	46.76348877	96.16931526
8435	7/3/21 12:00 AM	4.47E-09	2.15E-07	5.60E-08	2.13E-09	1.12E-10	1.64E-12	4.37E-06	100.7062193	26.27901121	3.832192105	1	4835	159	345.035	113.631	16.665	27.161	28.447	32.964	4.518	610.7	625.1	268	15.4303894	15.95223999	15.9553833	46.76483154	99.52234657
8436	7/3/21 12:00 AM	4.45E-09	2.14E-07	5.60E-08	2.13E-09	1.11E-10	1.56E-12	4.37E-06	100.85837	26.33508364	3.829810127	1	4835	159	345.035	113.631	16.665	27.161	28.447	32.964	4.518	610.7	625.1	268	15.43078613	15.95263672	15.9559021	46.76800537	100.0023947
8437	7/3/21 12:00 AM	4.45E-09	2.15E-07	5.62E-08	2.14E-09	1.12E-10	1.67E-12	4.37E-06	100.6551535	26.29303271	3.828206302	1	4835	159	345.035	113.631	16.665	27.161	28.447	32.964	4.518	610.7	625.1	268	15.43032837	15.95458984	15.95578003	46.76513672	102.0922231
8438	7/3/21 12:00 AM	4.45E-09	2.15E-07	5.62E-08	2.14E-09	1.13E-10	1.83E-12	4.37E-06	100.7478886	26.28712245	3.832594792	1	4835	159	345.035	113.631	16.665	27.161	28.447	32.964	4.518	610.7	625.1	268	15.43225098	15.95446777	15.95565796	46.76528931	101.482192
8439	7/3/21 12:00 AM	4.46E-09	2.15E-07	5.62E-08	2.13E-09	1.13E-10	1.75E-12	4.39E-06	100.8262168	26.33153557	3.829105087	1	4835	159	345.035	113.631	16.665	27.161	28.447	32.964	4.518	610.7	625.1	268	15.43276978	15.95635986	15.95544434	46.76184082	102.0064301
8440	7/3/21 12:00 AM	4.46E-09	2.15E-07	5.62E-08	2.13E-09	1.12E-10	1.66E-12	4.37E-06	100.9112944	26.33105583	3.832405926	1	4835	159	345.035	113.631	16.665	27.161	28.447	32.964	4.518	610.7	625.1	268	15.43313599	15.95593262	15.95608521	46.76196289	100.3098887
