cycle #	time	18.03	28.03	32.03	40.03	44.06	45.06	TP	N2/Ar	O2/Ar	N2/O2	Valve	ID	S#	O2 (uM)	O2 Sat (%)	Temp (C)	Calphase (C)	TCphase (C)	C1 (C)	C2 (C)	C1amp (mV)	C2amp (mV)	Temp (mV)	inlet	sock	outlet	MS	flow
53671	6/6/21 12:00 AM	7.41E-09	4.56E-07	1.15E-07	4.39E-09	3.07E-10	3.85E-12	4.41E-06	103.8129329	26.11350325	3.975450244	2	4835	159	344.37	107.545	14.192	28.231	29.401	33.887	4.486	653.6	653.6	349.8	13.52182007	13.58483887	13.59750366	45.40957642	100.6816898
53672	6/6/21 12:00 AM	7.42E-09	4.54E-07	1.14E-07	4.38E-09	3.05E-10	4.01E-12	4.39E-06	103.7102757	26.08266169	3.976215193	2	4835	159	344.37	107.545	14.192	28.231	29.401	33.887	4.486	653.6	653.6	349.8	13.52078247	13.5848999	13.59890747	45.40887451	101.1214637
53673	6/6/21 12:00 AM	7.42E-09	4.53E-07	1.14E-07	4.36E-09	3.06E-10	3.83E-12	4.41E-06	103.7541307	26.100427	3.975189013	2	4835	159	344.37	107.545	14.192	28.231	29.401	33.887	4.486	653.6	653.6	349.8	13.5204773	13.58422852	13.59848023	45.41015625	101.708699
53674	6/6/21 12:00 AM	7.41E-09	4.54E-07	1.14E-07	4.38E-09	3.07E-10	3.86E-12	4.41E-06	103.7755989	26.1132023	3.974066365	2	4835	159	343.533	107.294	14.196	28.256	29.424	33.908	4.484	653.9	653.6	349.6	13.5206604	13.5848999	13.59844971	45.41085815	101.6135672
53675	6/6/21 12:00 AM	7.40E-09	4.55E-07	1.14E-07	4.39E-09	3.06E-10	3.82E-12	4.41E-06	103.6013598	26.08465938	3.9717352	2	4835	159	343.533	107.294	14.196	28.256	29.424	33.908	4.484	653.9	653.6	349.6	13.52108765	13.58483887	13.59713745	45.40618897	102.2971783
53676	6/6/21 12:00 AM	7.41E-09	4.53E-07	1.14E-07	4.38E-09	3.06E-10	3.85E-12	4.39E-06	103.5610967	26.0616039	3.973703888	2	4835	159	343.533	107.294	14.196	28.256	29.424	33.908	4.484	653.9	653.6	349.6	13.52215576	13.58584595	13.59991455	45.41000366	101.0577503
53677	6/6/21 12:00 AM	7.41E-09	4.54E-07	1.14E-07	4.37E-09	3.05E-10	3.92E-12	4.41E-06	103.7348855	26.11594708	3.972089742	2	4835	159	343.533	107.294	14.196	28.256	29.424	33.908	4.484	653.9	653.6	349.6	13.52197266	13.58532715	13.59936523	45.40701294	101.1080821
53678	6/6/21 12:00 AM	7.39E-09	4.53E-07	1.14E-07	4.37E-09	3.05E-10	4.81E-12	4.41E-06	103.6585023	26.08923233	3.973229299	2	4835	159	343.533	107.294	14.196	28.256	29.424	33.908	4.484	653.9	653.6	349.6	13.52224731	13.58651733	13.59802246	45.41156006	101.9557403
53679	6/6/21 12:00 AM	7.40E-09	4.56E-07	1.15E-07	4.41E-09	3.07E-10	4.11E-12	4.43E-06	103.4836971	26.05965288	3.971031295	2	4835	159	343.533	107.294	14.196	28.256	29.424	33.908	4.484	653.9	653.6	349.6	13.52288818	13.58581543	13.59967041	45.40985107	101.1875047
53680	6/6/21 12:00 AM	7.43E-09	4.56E-07	1.15E-07	4.39E-09	3.06E-10	4.22E-12	4.41E-06	103.7695213	26.09533693	3.976554185	2	4835	159	343.533	107.294	14.196	28.256	29.424	33.908	4.484	653.9	653.6	349.6	13.52233887	13.58718872	13.60015869	45.41000366	100.9726359
53681	6/6/21 12:00 AM	7.44E-09	4.55E-07	1.15E-07	4.39E-09	3.07E-10	4.04E-12	4.41E-06	103.7577127	26.10266864	3.974984861	2	4835	159	343.533	107.294	14.196	28.256	29.424	33.908	4.484	653.9	653.6	349.6	13.52258301	13.58728027	13.59991455	45.41171265	101.3214338
53682	6/6/21 12:00 AM	7.43E-09	4.55E-07	1.14E-07	4.38E-09	3.07E-10	3.90E-12	4.41E-06	103.8089648	26.10812322	3.976117468	2	4835	159	343.533	107.294	14.196	28.256	29.424	33.908	4.484	653.9	653.6	349.6	13.5234375	13.58737183	13.60089111	45.41256714	99.82072013
53683	6/6/21 12:00 AM	7.43E-09	4.55E-07	1.14E-07	4.38E-09	3.06E-10	3.94E-12	4.41E-06	103.8834846	26.12323415	3.976670119	2	4835	159	343.533	107.294	14.196	28.256	29.424	33.908	4.484	653.9	653.6	349.6	13.52304077	13.58834839	13.60140991	45.40856934	100.4082246
53684	6/6/21 12:00 AM	7.43E-09	4.54E-07	1.14E-07	4.38E-09	3.06E-10	3.81E-12	4.41E-06	103.7933482	26.1138813	3.974642721	2	4835	159	343.533	107.294	14.196	28.256	29.424	33.908	4.484	653.9	653.6	349.6	13.52398682	13.58758545	13.60128784	45.41085815	100.2696309
53685	6/6/21 12:00 AM	7.41E-09	4.54E-07	1.14E-07	4.39E-09	3.08E-10	4.03E-12	4.41E-06	103.4509017	26.04683427	3.97172649	2	4835	159	343.533	107.294	14.196	28.256	29.424	33.908	4.484	653.9	653.6	349.6	13.52407837	13.58758545	13.6010437	45.41397095	98.98786078
53686	6/6/21 12:00 AM	7.41E-09	4.56E-07	1.15E-07	4.39E-09	3.07E-10	3.99E-12	4.41E-06	103.7753889	26.10549838	3.975231094	2	4835	159	343.533	107.294	14.196	28.256	29.424	33.908	4.484	653.9	653.6	349.6	13.52423096	13.587677	13.60119629	45.41311646	99.19200547
53687	6/6/21 12:00 AM	7.42E-09	4.53E-07	1.14E-07	4.37E-09	3.06E-10	3.74E-12	4.41E-06	103.7068275	26.08342577	3.975966515	2	4835	159	343.533	107.294	14.196	28.256	29.424	33.908	4.484	653.9	653.6	349.6	13.52386475	13.58813477	13.60116577	45.41595459	98.65567071
53688	6/6/21 12:00 AM	7.42E-09	4.54E-07	1.14E-07	4.38E-09	3.07E-10	3.90E-12	4.39E-06	103.7633849	26.1002741	3.975566864	2	4835	159	343.533	107.294	14.196	28.256	29.424	33.908	4.484	653.9	653.6	349.6	13.52438355	13.58877564	13.60272217	45.40844727	97.97635293
53689	6/6/21 12:00 AM	7.41E-09	4.54E-07	1.14E-07	4.38E-09	3.07E-10	3.94E-12	4.41E-06	103.6254586	26.0868168	3.972330521	2	4835	159	343.533	107.294	14.196	28.256	29.424	33.908	4.484	653.9	653.6	349.6	13.52456665	13.58859253	13.60366821	45.41311646	98.12658582
53690	6/6/21 12:00 AM	7.42E-09	4.55E-07	1.14E-07	4.39E-09	3.06E-10	3.82E-12	4.41E-06	103.6824719	26.08060765	3.97546228	2	4835	159	343.533	107.294	14.196	28.256	29.424	33.908	4.484	653.9	653.6	349.6	13.52496338	13.5887146	13.60287476	45.409729	97.82917568
53691	6/6/21 12:00 AM	7.42E-09	4.55E-07	1.14E-07	4.38E-09	3.06E-10	4.09E-12	4.41E-06	103.7346927	26.12068344	3.971362118	2	4835	159	343.533	107.294	14.196	28.256	29.424	33.908	4.484	653.9	653.6	349.6	13.52523804	13.59002686	13.60296631	45.41436768	97.82762839
53692	6/6/21 12:00 AM	7.42E-09	4.54E-07	1.14E-07	4.37E-09	3.04E-10	3.93E-12	4.39E-06	103.8106806	26.10412406	3.976792338	2	4835	159	343.533	107.294	14.196	28.256	29.424	33.908	4.484	653.9	653.6	349.6	13.52493286	13.58944702	13.6026001	45.41070557	97.29333722
53693	6/6/21 12:00 AM	7.41E-09	4.53E-07	1.14E-07	4.37E-09	3.06E-10	4.79E-12	4.41E-06	103.7299473	26.11214115	3.97247957	2	4835	159	343.533	107.294	14.196	28.256	29.424	33.908	4.484	653.9	653.6	349.6	13.52572632	13.58987427	13.60333252	45.41525269	98.9399727
53694	6/6/21 12:01 AM	7.39E-09	4.55E-07	1.15E-07	4.40E-09	3.08E-10	4.21E-12	4.43E-06	103.5633897	26.08129619	3.97079152	2	4835	159	343.533	107.294	14.196	28.256	29.424	33.908	4.484	653.9	653.6	349.6	13.52645874	13.59033203	13.6038208	45.41525269	97.98394339
53695	6/6/21 12:01 AM	7.42E-09	4.56E-07	1.15E-07	4.39E-09	3.07E-10	3.93E-12	4.41E-06	103.7722889	26.11798254	3.973212277	2	4835	159	343.533	107.294	14.196	28.256	29.424	33.908	4.484	653.9	653.6	349.6	13.52676392	13.59109497	13.60562134	45.4128418	98.43126531
53696	6/6/21 12:01 AM	7.44E-09	4.54E-07	1.14E-07	4.37E-09	3.06E-10	3.92E-12	4.39E-06	103.7687371	26.10089992	3.975676604	2	4835	159	343.533	107.294	14.196	28.256	29.424	33.908	4.484	653.9	653.6	349.6	13.52609253	13.59109497	13.60562134	45.41424561	99.50060669
53697	6/6/21 12:01 AM	7.42E-09	4.53E-07	1.14E-07	4.38E-09	3.07E-10	3.94E-12	4.41E-06	103.4292195	26.03805607	3.972232768	2	4835	159	343.069	107.168	14.204	28.268	29.434	33.92	4.486	654.3	653.6	349.3	13.52789307	13.59185791	13.60562134	45.41027832	98.71080866
53698	6/6/21 12:01 AM	7.41E-09	4.55E-07	1.14E-07	4.38E-09	3.07E-10	3.97E-12	4.39E-06	103.7262927	26.08578039	3.976353826	2	4835	159	343.069	107.168	14.204	28.268	29.434	33.92	4.486	654.3	653.6	349.3	13.52801514	13.59216309	13.60574341	45.409729	98.63509859
53699	6/6/21 12:01 AM	7.41E-09	4.53E-07	1.14E-07	4.37E-09	3.06E-10	3.89E-12	4.41E-06	103.8108127	26.12840019	3.973102524	2	4835	159	343.069	107.168	14.204	28.268	29.434	33.92	4.486	654.3	653.6	349.3	13.527771	13.59265137	13.60650635	45.40304565	98.78611973
53700	6/6/21 12:01 AM	7.40E-09	4.53E-07	1.14E-07	4.37E-09	3.05E-10	3.93E-12	4.39E-06	103.7429312	26.09939314	3.974917374	2	4835	159	343.069	107.168	14.204	28.268	29.434	33.92	4.486	654.3	653.6	349.3	13.52813721	13.59326172	13.60687256	45.40219116	98.65665358
53701	6/6/21 12:01 AM	7.39E-09	4.54E-07	1.14E-07	4.37E-09	3.06E-10	3.85E-12	4.39E-06	103.8421492	26.12161565	3.975334093	2	4835	159	343.069	107.168	14.204	28.268	29.434	33.92	4.486	654.3	653.6	349.3	13.52816773	13.59341431	13.60681152	45.39794922	99.7478127
53702	6/6/21 12:01 AM	7.39E-09	4.53E-07	1.14E-07	4.38E-09	3.07E-10	3.78E-12	4.41E-06	103.511734	26.05713873	3.972490422	2	4835	159	343.069	107.168	14.204	28.268	29.434	33.92	4.486	654.3	653.6	349.3	13.52893066	13.59402466	13.60720825	45.39794922	98.95241913
53703	6/6/21 12:01 AM	7.40E-09	4.56E-07	1.15E-07	4.39E-09	3.06E-10	3.84E-12	4.39E-06	103.7465174	26.08708926	3.976929599	2	4835	159	343.069	107.168	14.204	28.268	29.434	33.92	4.486	654.3	653.6	349.3	13.52932739	13.59402466	13.6076355	45.39355469	99.91295406
53704	6/6/21 12:01 AM	7.42E-09	4.53E-07	1.14E-07	4.37E-09	3.04E-10	4.04E-12	4.39E-06	103.6638034	26.06959089	3.97642617	2	4835	159	343.069	107.168	14.204	28.268	29.434	33.92	4.486	654.3	653.6	349.3	13.52914429	13.59402466	13.60852051	45.3911438	99.97897168
53705	6/6/21 12:01 AM	7.41E-09	4.55E-07	1.14E-07	4.38E-09	3.06E-10	3.92E-12	4.41E-06	103.7352682	26.10194447	3.974235265	2	4835	159	343.069	107.168	14.204	28.268	29.434	33.92	4.486	654.3	653.6	349.3	13.53005981	13.5954895	13.60916138	45.39538574	100.9428759
53706	6/6/21 12:01 AM	7.41E-09	4.55E-07	1.14E-07	4.38E-09	3.07E-10	3.76E-12	4.39E-06	103.8163156	26.10914038	3.976244108	2	4835	159	343.069	107.168	14.204	28.268	29.434	33.92	4.486	654.3	653.6	349.3	13.53051758	13.59646606	13.60922241	45.38986206	101.1667727
