cycle #	time	18.03	28.03	32	40	44.06	45.06	TP	N2/Ar	O2/Ar	N2/O2	Valve	ID	S#	O2 (uM)	O2 Sat (%)	Temp (C)	Calphase (C)	TCphase (C)	C1 (C)	C2 (C)	C1amp (mV)	C2amp (mV)	Temp (mV)	inlet	sock	outlet	MS	flow
15	6/2/21 8:32 PM	7.26E-09	4.32E-07	1.06E-07	4.20E-09	3.38E-10	4.41E-12	3.85E-06	102.9742425	25.23095488	4.081266166	2	4835	159	334.154	111.726	17.389	27.212	28.492	33.067	4.575	627.4	635.5	244	16.60876465	16.69900513	16.6795044	46.11169434	105.440355
16	6/2/21 8:32 PM	7.25E-09	4.32E-07	1.06E-07	4.21E-09	3.39E-10	4.76E-12	3.85E-06	102.7068563	25.20350714	4.075101759	2	4835	159	334.154	111.726	17.389	27.212	28.492	33.067	4.575	627.4	635.5	244	16.60778809	16.69897461	16.67886353	46.11419678	104.1623466
17	6/2/21 8:32 PM	7.25E-09	4.32E-07	1.06E-07	4.20E-09	3.38E-10	4.61E-12	3.85E-06	102.7712152	25.20373733	4.077618089	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.60647583	16.69665527	16.67803955	46.1083374	103.0789839
18	6/2/21 8:32 PM	7.24E-09	4.33E-07	1.06E-07	4.21E-09	3.38E-10	4.48E-12	3.85E-06	102.8533695	25.21008341	4.079850423	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.60647583	16.69818115	16.67819214	46.11773682	101.6502818
19	6/2/21 8:32 PM	7.24E-09	4.32E-07	1.06E-07	4.20E-09	3.37E-10	4.53E-12	3.85E-06	102.9976319	25.25720512	4.077950488	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.60513306	16.69866943	16.67831421	46.1104126	99.30676752
20	6/2/21 8:32 PM	7.24E-09	4.33E-07	1.06E-07	4.20E-09	3.38E-10	5.35E-12	3.85E-06	102.9202288	25.23474807	4.078512238	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.60626221	16.6987915	16.6809082	46.11553955	98.32482357
21	6/2/21 8:32 PM	7.24E-09	4.33E-07	1.06E-07	4.21E-09	3.37E-10	4.67E-12	3.85E-06	102.8453304	25.21204285	4.079214486	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.60806274	16.69995117	16.68045044	46.11303711	97.41595249
22	6/2/21 8:32 PM	7.24E-09	4.31E-07	1.06E-07	4.19E-09	3.38E-10	4.60E-12	3.85E-06	102.8961241	25.21405741	4.080903063	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.60690308	16.69979858	16.68234253	46.11669922	96.01321435
23	6/2/21 8:32 PM	7.24E-09	4.31E-07	1.06E-07	4.19E-09	3.38E-10	4.65E-12	3.85E-06	102.9429548	25.22490552	4.081004574	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.60903931	16.69754028	16.68414307	46.10717773	95.58946181
24	6/2/21 8:32 PM	7.22E-09	4.32E-07	1.06E-07	4.20E-09	3.36E-10	4.47E-12	3.85E-06	102.9286333	25.2371626	4.078455052	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.61029053	16.69927979	16.68655396	46.11083984	94.35643877
25	6/2/21 8:32 PM	7.22E-09	4.31E-07	1.06E-07	4.21E-09	3.37E-10	4.47E-12	3.85E-06	102.6069259	25.18241394	4.074546871	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.61242676	16.70043945	16.68829346	46.11169434	93.96445917
26	6/2/21 8:32 PM	7.23E-09	4.32E-07	1.06E-07	4.19E-09	3.37E-10	4.55E-12	3.85E-06	102.9039149	25.22768006	4.079008242	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.61361694	16.70101929	16.69113159	46.11199951	93.65414522
27	6/2/21 8:32 PM	7.22E-09	4.31E-07	1.06E-07	4.18E-09	3.36E-10	5.06E-12	3.85E-06	103.0595324	25.26240785	4.079560942	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.6164856	16.70071411	16.69354248	46.10934448	94.49583093
28	6/2/21 8:32 PM	7.21E-09	4.32E-07	1.06E-07	4.20E-09	3.36E-10	4.55E-12	3.85E-06	102.64709	25.19142478	4.074683784	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.61849976	16.70037842	16.69592285	46.10998535	94.47011091
29	6/2/21 8:32 PM	7.22E-09	4.32E-07	1.06E-07	4.20E-09	3.37E-10	4.46E-12	3.85E-06	102.8685045	25.21938075	4.078946486	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.62088013	16.70065308	16.69873047	46.11303711	95.22168413
30	6/2/21 8:32 PM	7.22E-09	4.31E-07	1.06E-07	4.19E-09	3.38E-10	4.47E-12	3.85E-06	102.9429398	25.24296246	4.078084733	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.62161255	16.70043945	16.70004273	46.11535645	95.78340803
31	6/2/21 8:32 PM	7.21E-09	4.31E-07	1.06E-07	4.19E-09	3.36E-10	4.58E-12	3.87E-06	102.8496996	25.22664705	4.077026147	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.62658691	16.70172119	16.70446777	46.10848999	96.75142639
32	6/2/21 8:32 PM	7.21E-09	4.32E-07	1.06E-07	4.20E-09	3.36E-10	4.42E-12	3.85E-06	103.0263704	25.24232384	4.081493092	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.62982178	16.70291138	16.70639038	46.11126709	98.48147918
33	6/2/21 8:32 PM	7.22E-09	4.31E-07	1.06E-07	4.19E-09	3.37E-10	4.56E-12	3.85E-06	102.9983875	25.23342294	4.081823846	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.63046265	16.70120239	16.70758057	46.11126709	98.53275377
34	6/2/21 8:32 PM	7.20E-09	4.30E-07	1.05E-07	4.18E-09	3.36E-10	4.49E-12	3.85E-06	102.8339646	25.2043634	4.080006425	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.63259888	16.70181274	16.71115112	46.11553955	99.94999165
35	6/2/21 8:32 PM	7.20E-09	4.31E-07	1.06E-07	4.19E-09	3.37E-10	4.32E-12	3.85E-06	102.8905965	25.23967417	4.076542187	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.63613892	16.70187378	16.71273804	46.11199951	101.0172192
36	6/2/21 8:32 PM	7.20E-09	4.31E-07	1.06E-07	4.19E-09	3.37E-10	4.54E-12	3.85E-06	102.9335498	25.23704676	4.078668585	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.63827515	16.70306397	16.71243286	46.10894775	102.1763575
37	6/2/21 8:32 PM	7.19E-09	4.32E-07	1.06E-07	4.20E-09	3.37E-10	5.21E-12	3.87E-06	102.728014	25.21981151	4.073306176	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.63894653	16.70172119	16.71295166	46.10864258	102.9856237
38	6/2/21 8:32 PM	7.21E-09	4.32E-07	1.06E-07	4.20E-09	3.37E-10	4.71E-12	3.85E-06	102.9668676	25.22554826	4.08184855	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.63809204	16.70330811	16.71206665	46.1114502	103.9612363
39	6/2/21 8:32 PM	7.21E-09	4.31E-07	1.06E-07	4.19E-09	3.36E-10	4.48E-12	3.85E-06	102.88892	25.21843964	4.079908252	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.63748169	16.70275879	16.71209717	46.10174561	104.0468974
40	6/2/21 8:32 PM	7.20E-09	4.30E-07	1.06E-07	4.19E-09	3.37E-10	4.58E-12	3.85E-06	102.8083096	25.19698667	4.080182719	2	4835	159	333.735	111.591	17.391	27.224	28.503	33.079	4.576	627.6	635.5	243.9	16.63787842	16.70223999	16.70953369	46.10015869	104.9472432
41	6/2/21 8:32 PM	7.19E-09	4.30E-07	1.05E-07	4.17E-09	3.36E-10	4.66E-12	3.83E-06	103.1184605	25.25351621	4.0833308	2	4835	159	333.284	111.487	17.411	27.231	28.509	33.084	4.576	627.5	635.4	243.2	16.63879395	16.70239258	16.70959473	46.10894775	104.8596597
42	6/2/21 8:32 PM	7.18E-09	4.30E-07	1.05E-07	4.18E-09	3.36E-10	4.60E-12	3.87E-06	102.833076	25.22754012	4.076222872	2	4835	159	333.284	111.487	17.411	27.231	28.509	33.084	4.576	627.5	635.4	243.2	16.6361084	16.70388794	16.70886231	46.11083984	105.0522699
43	6/2/21 8:32 PM	7.18E-09	4.31E-07	1.06E-07	4.19E-09	3.36E-10	4.62E-12	3.85E-06	102.8588252	25.22812175	4.077149549	2	4835	159	333.284	111.487	17.411	27.231	28.509	33.084	4.576	627.5	635.4	243.2	16.63760376	16.70452881	16.709198	46.10440064	104.6362436
44	6/2/21 8:32 PM	7.20E-09	4.31E-07	1.06E-07	4.19E-09	3.36E-10	4.55E-12	3.85E-06	103.0382465	25.27198638	4.077172445	2	4835	159	333.284	111.487	17.411	27.231	28.509	33.084	4.576	627.5	635.4	243.2	16.63693237	16.70474243	16.70681763	46.1083374	102.7940407
45	6/2/21 8:32 PM	7.20E-09	4.32E-07	1.06E-07	4.20E-09	3.37E-10	4.50E-12	3.87E-06	102.8049439	25.20998677	4.077945174	2	4835	159	333.284	111.487	17.411	27.231	28.509	33.084	4.576	627.5	635.4	243.2	16.63482666	16.70544434	16.706604	46.10702515	102.6509896
46	6/2/21 8:32 PM	7.19E-09	4.31E-07	1.06E-07	4.20E-09	3.39E-10	4.53E-12	3.85E-06	102.7845889	25.20439844	4.078041743	2	4835	159	333.284	111.487	17.411	27.231	28.509	33.084	4.576	627.5	635.4	243.2	16.6348877	16.70565796	16.70596314	46.10498047	101.8346745
47	6/2/21 8:32 PM	7.20E-09	4.31E-07	1.06E-07	4.20E-09	3.38E-10	5.83E-12	3.85E-06	102.7942703	25.2158001	4.076581741	2	4835	159	333.284	111.487	17.411	27.231	28.509	33.084	4.576	627.5	635.4	243.2	16.63339233	16.70574951	16.70578003	46.10528565	101.398868
48	6/2/21 8:32 PM	7.19E-09	4.31E-07	1.06E-07	4.19E-09	3.38E-10	4.62E-12	3.87E-06	102.7872011	25.20645704	4.077812321	2	4835	159	333.284	111.487	17.411	27.231	28.509	33.084	4.576	627.5	635.4	243.2	16.63296509	16.70663452	16.70748901	46.10906982	99.35975484
49	6/2/21 8:32 PM	7.20E-09	4.31E-07	1.06E-07	4.19E-09	3.37E-10	4.47E-12	3.85E-06	102.9906077	25.23469877	4.08130918	2	4835	159	333.284	111.487	17.411	27.231	28.509	33.084	4.576	627.5	635.4	243.2	16.63497925	16.70684815	16.70892334	46.10601807	99.52696898
50	6/2/21 8:32 PM	7.19E-09	4.30E-07	1.06E-07	4.18E-09	3.37E-10	4.46E-12	3.85E-06	102.8770411	25.21793201	4.07951933	2	4835	159	333.284	111.487	17.411	27.231	28.509	33.084	4.576	627.5	635.4	243.2	16.63476563	16.70758057	16.70843506	46.10324097	99.28617594
51	6/2/21 8:32 PM	7.19E-09	4.31E-07	1.06E-07	4.18E-09	3.38E-10	4.56E-12	3.85E-06	102.8926337	25.22880113	4.078379833	2	4835	159	333.284	111.487	17.411	27.231	28.509	33.084	4.576	627.5	635.4	243.2	16.63296509	16.7059021	16.70785523	46.10058594	98.90691524
52	6/2/21 8:32 PM	7.19E-09	4.31E-07	1.06E-07	4.20E-09	3.37E-10	4.56E-12	3.83E-06	102.7226547	25.20179683	4.076005193	2	4835	159	333.284	111.487	17.411	27.231	28.509	33.084	4.576	627.5	635.4	243.2	16.63668823	16.7071228	16.71044922	46.10455322	99.04499365
53	6/2/21 8:32 PM	7.18E-09	4.29E-07	1.05E-07	4.17E-09	3.36E-10	4.54E-12	3.85E-06	102.8858039	25.2212863	4.079324216	2	4835	159	333.284	111.487	17.411	27.231	28.509	33.084	4.576	627.5	635.4	243.2	16.63806152	16.70843506	16.71160889	46.10791016	98.52838438
54	6/2/21 8:32 PM	7.17E-09	4.30E-07	1.05E-07	4.18E-09	3.38E-10	4.59E-12	3.85E-06	102.8351379	25.20364776	4.080168828	2	4835	159	333.284	111.487	17.411	27.231	28.509	33.084	4.576	627.5	635.4	243.2	16.63787842	16.70864868	16.71243286	46.1038208	97.94581588
55	6/2/21 8:32 PM	7.17E-09	4.31E-07	1.06E-07	4.19E-09	3.40E-10	4.51E-12	3.85E-06	102.8727024	25.22194025	4.078698995	2	4835	159	333.284	111.487	17.411	27.231	28.509	33.084	4.576	627.5	635.4	243.2	16.63851929	16.70883179	16.71414185	46.10440064	97.52732802
56	6/2/21 8:33 PM	7.17E-09	4.32E-07	1.06E-07	4.20E-09	3.39E-10	4.51E-12	3.85E-06	102.8711592	25.20840456	4.080827841	2	4835	159	333.284	111.487	17.411	27.231	28.509	33.084	4.576	627.5	635.4	243.2	16.64068604	16.7102356	16.71484375	46.1055603	98.37413243
57	6/2/21 8:33 PM	7.18E-09	4.30E-07	1.05E-07	4.17E-09	3.38E-10	4.48E-12	3.83E-06	103.1136177	25.2493292	4.083816123	2	4835	159	333.284	111.487	17.411	27.231	28.509	33.084	4.576	627.5	635.4	243.2	16.64093018	16.71014404	16.7149353	46.10089111	97.67198485
58	6/2/21 8:33 PM	7.17E-09	4.29E-07	1.05E-07	4.17E-09	3.37E-10	4.48E-12	3.85E-06	102.7744825	25.19977284	4.078389243	2	4835	159	333.284	111.487	17.411	27.231	28.509	33.084	4.576	627.5	635.4	243.2	16.64190674	16.71105957	16.71679688	46.10308838	97.59078629
59	6/2/21 8:33 PM	7.16E-09	4.30E-07	1.05E-07	4.18E-09	3.37E-10	4.58E-12	3.85E-06	102.9161697	25.22511943	4.079908123	2	4835	159	333.284	111.487	17.411	27.231	28.509	33.084	4.576	627.5	635.4	243.2	16.64254761	16.70996094	16.71844482	46.08950806	98.0581451
60	6/2/21 8:33 PM	7.16E-09	4.29E-07	1.05E-07	4.18E-09	3.38E-10	4.59E-12	3.85E-06	102.7447778	25.1865204	4.079355789	2	4835	159	333.284	111.487	17.411	27.231	28.509	33.084	4.576	627.5	635.4	243.2	16.64413452	16.71072388	16.72027588	46.10031128	97.95626738
61	6/2/21 8:33 PM	7.16E-09	4.30E-07	1.05E-07	4.18E-09	3.36E-10	4.55E-12	3.85E-06	102.8962639	25.22480576	4.079169722	2	4835	159	333.284	111.487	17.411	27.231	28.509	33.084	4.576	627.5	635.4	243.2	16.64794922	16.71420288	16.72537231	46.10003662	98.34645641
62	6/2/21 8:33 PM	7.18E-09	4.32E-07	1.06E-07	4.19E-09	3.38E-10	4.56E-12	3.85E-06	103.0313588	25.23345962	4.083124562	2	4835	159	333.284	111.487	17.411	27.231	28.509	33.084	4.576	627.5	635.4	243.2	16.64971924	16.71313477	16.72766113	46.09768677	98.32297461
63	6/2/21 8:33 PM	7.16E-09	4.30E-07	1.06E-07	4.19E-09	3.37E-10	4.69E-12	3.85E-06	102.7539015	25.20723568	4.076365328	2	4835	159	333.284	111.487	17.411	27.231	28.509	33.084	4.576	627.5	635.4	243.2	16.65093994	16.71377564	16.73110962	46.0993042	98.55614798
64	6/2/21 8:33 PM	7.16E-09	4.30E-07	1.05E-07	4.18E-09	3.37E-10	4.50E-12	3.85E-06	102.813178	25.20581632	4.07894657	2	4835	159	333.32	111.534	17.427	27.223	28.502	33.078	4.576	627.6	635.4	242.7	16.65255737	16.71078491	16.73245239	46.08511353	98.95166008
65	6/2/21 8:33 PM	7.18E-09	4.31E-07	1.06E-07	4.18E-09	3.37E-10	4.53E-12	3.85E-06	103.0810283	25.24906425	4.08256826	2	4835	159	333.32	111.534	17.427	27.223	28.502	33.078	4.576	627.6	635.4	242.7	16.66067505	16.71307373	16.74066162	46.09564209	98.86090532
66	6/2/21 8:33 PM	7.16E-09	4.30E-07	1.05E-07	4.18E-09	3.37E-10	4.54E-12	3.85E-06	102.8363109	25.20355112	4.080231013	2	4835	159	333.32	111.534	17.427	27.223	28.502	33.078	4.576	627.6	635.4	242.7	16.66513062	16.71218872	16.74526978	46.09417725	98.79598734
67	6/2/21 8:33 PM	7.15E-09	4.30E-07	1.05E-07	4.19E-09	3.36E-10	4.55E-12	3.85E-06	102.7337892	25.18056797	4.079883716	2	4835	159	333.32	111.534	17.427	27.223	28.502	33.078	4.576	627.6	635.4	242.7	16.66641235	16.71307373	16.74710083	46.09622192	99.20200932
68	6/2/21 8:33 PM	7.15E-09	4.30E-07	1.05E-07	4.18E-09	3.36E-10	4.54E-12	3.85E-06	102.9117788	25.21477101	4.081408425	2	4835	159	333.32	111.534	17.427	27.223	28.502	33.078	4.576	627.6	635.4	242.7	16.67163086	16.71328735	16.75210571	46.09973145	99.20172711
69	6/2/21 8:33 PM	7.14E-09	4.30E-07	1.05E-07	4.18E-09	3.36E-10	4.57E-12	3.85E-06	102.8410252	25.20086507	4.080852976	2	4835	159	333.32	111.534	17.427	27.223	28.502	33.078	4.576	627.6	635.4	242.7	16.6758728	16.7144165	16.76010132	46.09472656	99.305736
70	6/2/21 8:33 PM	7.14E-09	4.30E-07	1.05E-07	4.18E-09	3.35E-10	4.39E-12	3.85E-06	103.0590885	25.23795926	4.083495318	2	4835	159	333.32	111.534	17.427	27.223	28.502	33.078	4.576	627.6	635.4	242.7	16.68005371	16.71417236	16.76416016	46.09036255	99.05188346
71	6/2/21 8:33 PM	7.14E-09	4.28E-07	1.05E-07	4.17E-09	3.36E-10	4.50E-12	3.85E-06	102.6772288	25.18040257	4.077664309	2	4835	159	333.32	111.534	17.427	27.223	28.502	33.078	4.576	627.6	635.4	242.7	16.68426514	16.71520996	16.76651001	46.0907898	99.68860704
72	6/2/21 8:33 PM	7.14E-09	4.30E-07	1.05E-07	4.19E-09	3.36E-10	4.72E-12	3.85E-06	102.7981783	25.19916704	4.079427633	2	4835	159	333.32	111.534	17.427	27.223	28.502	33.078	4.576	627.6	635.4	242.7	16.68984985	16.7170105	16.77206421	46.08978272	99.35535626
73	6/2/21 8:33 PM	7.15E-09	4.30E-07	1.05E-07	4.18E-09	3.36E-10	4.43E-12	3.85E-06	102.8564175	25.22032453	4.078314588	2	4835	159	333.32	111.534	17.427	27.223	28.502	33.078	4.576	627.6	635.4	242.7	16.69094849	16.71786499	16.77642822	46.09545898	100.3605786
74	6/2/21 8:33 PM	7.15E-09	4.30E-07	1.05E-07	4.18E-09	3.36E-10	4.39E-12	3.85E-06	102.8412161	25.20118761	4.080808321	2	4835	159	333.32	111.534	17.427	27.223	28.502	33.078	4.576	627.6	635.4	242.7	16.70056152	16.72219849	16.78204346	46.0899353	100.9219837
75	6/2/21 8:33 PM	7.13E-09	4.29E-07	1.05E-07	4.18E-09	3.36E-10	4.53E-12	3.85E-06	102.7761875	25.1893681	4.080141553	2	4835	159	333.32	111.534	17.427	27.223	28.502	33.078	4.576	627.6	635.4	242.7	16.70275879	16.72219849	16.78561401	46.08963013	101.5359445
76	6/2/21 8:33 PM	7.13E-09	4.30E-07	1.05E-07	4.17E-09	3.34E-10	4.42E-12	3.85E-06	103.1548812	25.25220539	4.084985037	2	4835	159	333.32	111.534	17.427	27.223	28.502	33.078	4.576	627.6	635.4	242.7	16.70639038	16.72149658	16.79013062	46.09094238	101.0435112
77	6/2/21 8:33 PM	7.14E-09	4.29E-07	1.05E-07	4.17E-09	3.34E-10	4.55E-12	3.83E-06	102.7877023	25.20837674	4.077521664	2	4835	159	333.32	111.534	17.427	27.223	28.502	33.078	4.576	627.6	635.4	242.7	16.7116394	16.72283936	16.79202271	46.09344482	101.1077617
78	6/2/21 8:33 PM	7.13E-09	4.29E-07	1.05E-07	4.16E-09	3.35E-10	4.70E-12	3.85E-06	102.9358298	25.23858395	4.078510506	2	4835	159	333.32	111.534	17.427	27.223	28.502	33.078	4.576	627.6	635.4	242.7	16.71795654	16.72445679	16.79852295	46.0907898	101.3025205
79	6/2/21 8:33 PM	7.13E-09	4.30E-07	1.05E-07	4.18E-09	3.34E-10	4.43E-12	3.85E-06	102.7904331	25.20408424	4.078324454	2	4835	159	333.32	111.534	17.427	27.223	28.502	33.078	4.576	627.6	635.4	242.7	16.72006226	16.7270813	16.80151367	46.09155273	101.0400904
80	6/2/21 8:33 PM	7.13E-09	4.29E-07	1.05E-07	4.17E-09	3.35E-10	4.52E-12	3.85E-06	102.8714718	25.22716121	4.077806097	2	4835	159	333.32	111.534	17.427	27.223	28.502	33.078	4.576	627.6	635.4	242.7	16.72320557	16.7263794	16.80371094	46.08874512	101.1014384
81	6/2/21 8:33 PM	7.13E-09	4.29E-07	1.05E-07	4.18E-09	3.34E-10	4.48E-12	3.85E-06	102.7941823	25.20145697	4.078898391	2	4835	159	333.32	111.534	17.427	27.223	28.502	33.078	4.576	627.6	635.4	242.7	16.7263794	16.72827148	16.8059082	46.08816528	101.2691701
82	6/2/21 8:33 PM	7.15E-09	4.29E-07	1.05E-07	4.17E-09	3.34E-10	4.53E-12	3.85E-06	102.9705786	25.22198035	4.082573106	2	4835	159	333.32	111.534	17.427	27.223	28.502	33.078	4.576	627.6	635.4	242.7	16.72802734	16.73074341	16.81011963	46.08804321	100.8854576
83	6/2/21 8:33 PM	7.13E-09	4.29E-07	1.05E-07	4.17E-09	3.34E-10	4.46E-12	3.85E-06	102.7707566	25.19759455	4.078593948	2	4835	159	333.32	111.534	17.427	27.223	28.502	33.078	4.576	627.6	635.4	242.7	16.73345947	16.73101807	16.81253052	46.08309937	101.0967172
84	6/2/21 8:33 PM	7.15E-09	4.30E-07	1.05E-07	4.17E-09	3.33E-10	4.71E-12	3.85E-06	103.2371224	25.26301463	4.086492602	2	4835	159	333.32	111.534	17.427	27.223	28.502	33.078	4.576	627.6	635.4	242.7	16.73587036	16.73083496	16.81347656	46.0854187	101.0198767
85	6/2/21 8:33 PM	7.13E-09	4.29E-07	1.05E-07	4.18E-09	3.34E-10	4.55E-12	3.85E-06	102.733985	25.19750828	4.077148577	2	4835	159	333.32	111.534	17.427	27.223	28.502	33.078	4.576	627.6	635.4	242.7	16.73712158	16.73156738	16.81469727	46.08395386	101.0669761
86	6/2/21 8:33 PM	7.13E-09	4.30E-07	1.05E-07	4.18E-09	3.34E-10	4.61E-12	3.85E-06	102.6841021	25.19231032	4.076009736	2	4835	159	333.32	111.534	17.427	27.223	28.502	33.078	4.576	627.6	635.4	242.7	16.73864746	16.73336792	16.81439209	46.08129883	100.6552093
87	6/2/21 8:33 PM	7.12E-09	4.29E-07	1.05E-07	4.17E-09	3.34E-10	4.52E-12	3.83E-06	102.8922428	25.21950606	4.079867487	2	4835	159	332.71	111.48	17.491	27.217	28.496	33.067	4.571	627.2	635.5	240.6	16.73693848	16.73580933	16.81268311	46.0751648	100.6918956
88	6/2/21 8:33 PM	7.12E-09	4.29E-07	1.05E-07	4.17E-09	3.34E-10	4.27E-12	3.83E-06	102.8554816	25.21638037	4.078915377	2	4835	159	332.71	111.48	17.491	27.217	28.496	33.067	4.571	627.2	635.5	240.6	16.7392273	16.7392273	16.81356812	46.08233643	100.7169154
89	6/2/21 8:33 PM	7.12E-09	4.29E-07	1.05E-07	4.17E-09	3.34E-10	4.42E-12	3.85E-06	102.7912448	25.21702448	4.076263833	2	4835	159	332.71	111.48	17.491	27.217	28.496	33.067	4.571	627.2	635.5	240.6	16.74026489	16.73962402	16.81240845	46.08322144	99.78182384
90	6/2/21 8:33 PM	7.12E-09	4.29E-07	1.05E-07	4.17E-09	3.34E-10	4.54E-12	3.85E-06	102.9078542	25.23254346	4.07837816	2	4835	159	332.71	111.48	17.491	27.217	28.496	33.067	4.571	627.2	635.5	240.6	16.73840332	16.74121094	16.81091309	46.08291626	99.66087264
